id,barrio,zona,latitud,longitud,distancia_km,tarifa_base,recargo_distancia,tarifa_total,tiempo_entrega_min
211,SANITAS,Sector Salud Barzal,4.143,-73.6323,4.5,6000,5000,11000,21
212,CAJACOPI BARZAL,Sector Salud Barzal,4.1442,-73.6365,4.5,6000,5000,11000,21
213,CLINICA CARDIOVASCULAR,Sector Salud Barzal,4.141,-73.6316,4.5,6000,5000,11000,21
214,SALUDA TOTAL,Sector Salud Barzal,4.1405,-73.6408,4.5,6000,5000,11000,21
215,CAPILLAS DE LA FE,Sector Salud Barzal,4.1392,-73.6403,4.5,6000,5000,11000,21
216,IPS MONTANO MEDICAL BUQUE,Sector Salud Barzal,4.135,-73.642,4.5,6000,5000,11000,21
217,IPS CUIDAR BUQUE,Sector Salud Barzal,4.135,-73.642,4.5,6000,5000,11000,21
218,IPS CENTRO MERDICO DE,Sector Salud Barzal,4.1488,-73.6339,4.5,6000,5000,11000,21
219,REHABULITACION,Sector Salud Barzal,4.1467,-73.6339,4.5,6000,5000,11000,21
220,Página 527,Sector Salud Barzal,4.1445,-73.6332,4.5,6000,5000,11000,21
221,IPS CENTRO TERAPEUTICO INTEGRAL,Sector Salud Barzal,4.1488,-73.6339,4.5,6000,5000,11000,21
222,LABORATORIO CLINICO,Sector Salud Barzal,4.1392,-73.6344,3.8,6000,4000,10000,19
223,UNIDAD AMBULATORIA DE ALTA,Sector Salud Barzal,4.1401,-73.6413,3.8,6000,4000,10000,19
224,COMPLEJI,Sector Salud Barzal,4.1415,-73.64,3.8,6000,4000,10000,19
225,IPS MULTISALUD,Sector Salud Barzal,4.1439,-73.6409,3.1,6000,3000,9000,17
226,IPS PREVIS,Sector Salud Barzal,4.1404,-73.6322,3.1,6000,3000,9000,17
227,IPS REHABILITAR,Sector Salud Barzal,4.1458,-73.6398,3.1,6000,3000,9000,17
228,IPS SANTA BARBARA,Sector Salud Barzal,4.1451,-73.6379,3.1,6000,3000,9000,17
229,CLINICA OCULAR BUQUE,Sector Salud Barzal,4.135,-73.642,3.1,6000,3000,9000,17
230,EMPORIO,Sector Grama,4.1569,-73.6424,3.8,6000,4000,10000,19
231,TRIUNFO,Sector Grama,4.1601,-73.6397,3.8,6000,4000,10000,19
232,GALAN,Sector Grama,4.1539,-73.6387,3.8,6000,4000,10000,19
233,ALCACERES,Sector Grama,4.1574,-73.6427,3.8,6000,4000,10000,19
234,ESMERALDA,Sector Grama,4.159,-73.6414,3.8,6000,4000,10000,19
235,GRAMA,Sector Grama,4.1585,-73.6415,3.8,6000,4000,10000,19
236,ESCUELA DE CARABINEROS,Sector Grama,4.1592,-73.6454,3.8,6000,4000,10000,19
237,DOCE DE OCTUBRE,Sector Grama,4.1562,-73.6449,3.8,6000,4000,10000,19
238,SANTA JOSEFA MILITAR,Sector Grama,4.157,-73.6411,3.8,6000,4000,10000,19
239,SAN FELIPE,Sector Grama,4.155,-73.6412,3.8,6000,4000,10000,19
240,PANORAMA,Sector Grama,4.1572,-73.6403,3.8,6000,4000,10000,19
241,VIRREY,Sector Grama,4.1631,-73.642,3.8,6000,4000,10000,19
242,CAMPIÑA,Sector Grama,4.1547,-73.6439,3.8,6000,4000,10000,19
243,CHAPINERO BAJO,Sector Grama,4.1584,-73.64,3.8,6000,4000,10000,19
244,CHAPINERO ALTO,Sector Grama,4.154,-73.6413,3.8,6000,4000,10000,19
245,NUEVA GRANADA,Sector Grama,4.1563,-73.6426,3.8,6000,4000,10000,19
246,RONDINELA,Sector Grama,4.1578,-73.6379,3.8,6000,4000,10000,19
247,PRADERA,Sector Grama,4.1561,-73.6405,3.8,6000,4000,10000,19
248,CONDOMINIO PUERTA DEL SOL,Sector Grama Conjuntos Y Edificios,4.1564,-73.6393,5.2,6000,6000,12000,23
249,CONJUNTO RESIDENCIAL CAMBULOS,Sector Grama Conjuntos Y Edificios,4.1611,-73.6366,5.2,6000,6000,12000,23
250,"1,2,3",Sector Grama Conjuntos Y Edificios,4.1563,-73.6451,5.2,6000,6000,12000,23
251,COJUNTO RESIDENCIAL SAN ANGEL,Sector Grama Conjuntos Y Edificios,4.1615,-73.6374,5.2,6000,6000,12000,23
