id,barrio,zona,latitud,longitud,distancia_km,tarifa_base,recargo_distancia,tarifa_total,tiempo_entrega_min
253,CONJUNTO RESIDENCIAL,Sector Grama Conjuntos Y Edificios,4.1577,-73.6375,5.2,6000,6000,12000,23
254,"CAMBULOS 1,2,3",Sector Grama Conjuntos Y Edificios,4.1607,-73.6465,5.2,6000,6000,12000,23
255,COJUNTO RESIDENCIAL SAN ANGEL,Sector Grama Conjuntos Y Edificios,4.1615,-73.6374,5.2,6000,6000,12000,23
256,"1,2",Sector Grama Conjuntos Y Edificios,4.1628,-73.6383,5.2,6000,6000,12000,23
257,CONJUNTO PRADROS DE SAN,Sector Grama Conjuntos Y Edificios,4.1618,-73.645,5.2,6000,6000,12000,23
258,FRANCISCO,Sector Grama Conjuntos Y Edificios,4.1574,-73.6392,5.2,6000,6000,12000,23
259,"SAN ANGEL 1,2",Sector Grama Conjuntos Y Edificios,4.1555,-73.6367,5.2,6000,6000,12000,23
260,"LOS CAMBULOS 1,2,3",Sector Grama Conjuntos Y Edificios,4.1593,-73.6369,5.2,6000,6000,12000,23
261,PANORAMA DEL CAMPO,Sector Grama Conjuntos Y Edificios,4.161,-73.6368,5.2,6000,6000,12000,23
262,LA ARENERA,Sector Caudal,4.1606,-73.6374,4.5,6000,5000,11000,21
263,CAUDAL,Sector Caudal,4.1595,-73.638,4.5,6000,5000,11000,21
264,CONJUNTO TRIANGULO,Sector Caudal,4.1621,-73.6388,4.5,6000,5000,11000,21
265,EDIFICIO MONTEBELLO,Sector Caudal,4.164,-73.6412,4.5,6000,5000,11000,21
266,"TORRES DEL CAUDAL 1,2",Sector Caudal,4.1595,-73.638,4.5,6000,5000,11000,21
267,TERRAZAS DEL LLANO,Sector Caudal,4.1639,-73.6342,4.5,6000,5000,11000,21
268,TORRRES CLUB,Sector Caudal,4.1643,-73.6356,4.5,6000,5000,11000,21
269,CLUB META,Sector Caudal,4.1628,-73.6429,4.5,6000,5000,11000,21
270,EDIFICIO PLAZA,Sector Caudal,4.1594,-73.6352,4.5,6000,5000,11000,21
271,ALAMEDA ORIENTAL CAUDAL,Sector Caudal,4.1595,-73.638,4.5,6000,5000,11000,21
272,EDIFICIO COSTA BELLA CAUDAL,Sector Caudal,4.1595,-73.638,4.5,6000,5000,11000,21
273,ALTO,Sector Caudal,4.1435,-73.6375,4.5,6000,5000,11000,21
274,EDIDIFICIO AGORA,Sector Caudal,4.1635,-73.6359,4.5,6000,5000,11000,21
275,Página 479,Sector Caudal,4.1595,-73.6393,4.5,6000,5000,11000,21
276,CONJUNTO ARAGUANEY CAUDAL,Sector Este Kirpas,4.1595,-73.638,7.3,6000,9000,15000,28
